Procedural__SID,Procedural__household,Demographic__DOB,Demographic__Sex,year,Big5__C_thorough,Big5__E_communic,Big5__A_coarse,Big5__O_original,Big5__N_worry,Big5__A_forgive,Big5__C_lazy,Big5__E_sociable,Big5__O_artistic,Big5__N_nervous,Big5__C_efficient,Big5__E_reserved,Big5__A_friendly,Big5__O_imagin,Big5__N_dealStress,LifeEvent__ChldBrth,LifeEvent__ChldMvOut,LifeEvent__Divorce,LifeEvent__DadDied,LifeEvent__NewPart,LifeEvent__Married,LifeEvent__MomDied,LifeEvent__MoveIn,LifeEvent__PartDied,LifeEvent__SepPart
2681202,268127,1978,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681202,268127,1978,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681202,268127,1978,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681202,268127,1978,1,2009,7,7,1,5,5,1,1,7,2,2,7,1,7,4,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,1
2681202,268127,1978,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,1,-2,1,-2,-2,-2
2681202,268127,1978,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,1,-2,-2,-2,-2,-2
2681202,268127,1978,1,2013,7,7,3,7,3,6,1,6,1,5,7,3,6,7,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681301,268135,1947,1,2005,7,7,1,5,2,5,3,2,4,2,7,7,7,4,7,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681301,268135,1947,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-2,-2,NA,-2,-2,-2,-2,-2
2681301,268135,1947,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681301,268135,1947,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681301,268135,1947,1,2009,7,5,1,4,2,5,4,3,5,2,5,5,5,3,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681301,268135,1947,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681301,268135,1947,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681301,268135,1947,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681301,268135,1947,1,2013,5,3,3,3,2,5,5,4,4,2,5,5,5,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681301,268135,1947,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681301,268135,1947,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681302,268135,1949,2,2005,6,6,5,4,5,5,5,6,6,2,6,5,6,5,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681302,268135,1949,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-2,-2,NA,-2,-2,-2,-2,-2
2681302,268135,1949,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681302,268135,1949,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681302,268135,1949,2,2009,7,7,3,4,2,5,6,4,3,4,5,3,6,6,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681302,268135,1949,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681302,268135,1949,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681302,268135,1949,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681302,268135,1949,2,2013,4,6,5,4,3,4,5,6,5,3,5,5,6,6,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681302,268135,1949,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681303,268135,1979,1,2005,7,7,4,6,5,7,5,5,6,2,5,2,6,6,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681303,268135,1979,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681303,268135,1979,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681303,268135,1979,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681303,268135,1979,1,2009,5,7,5,4,2,7,5,6,2,4,5,1,5,5,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681303,268135,1979,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,1,-2,-2
2681303,268135,1979,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681303,268135,1979,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,1,-2,-2
2681303,268135,1979,1,2013,7,7,5,5,1,6,1,7,5,4,5,1,5,5,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681304,268135,1982,1,2005,6,6,5,5,3,3,2,4,6,3,6,3,5,4,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681304,268135,1982,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681602,268160,1927,2,2005,6,5,1,5,3,6,1,5,7,2,4,4,7,6,6,-2,-2,-2,-2,NA,-2,-2,-2,1,-2
2681602,268160,1927,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681602,268160,1927,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681602,268160,1927,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681602,268160,1927,2,2009,7,6,1,3,2,-1,3,5,5,3,6,5,7,5,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681602,268160,1927,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681602,268160,1927,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681602,268160,1927,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681602,268160,1927,2,2013,7,7,1,4,1,7,1,4,5,1,7,4,7,4,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681602,268160,1927,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681602,268160,1927,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681901,268194,1959,1,2005,7,5,3,4,5,4,1,4,4,1,7,4,7,3,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681901,268194,1959,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681901,268194,1959,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-2,-2,NA,-2,-2,-2,-2,-2
2681901,268194,1959,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-2,-2,NA,-2,-2,-2,-2,-2
2681901,268194,1959,1,2009,7,5,4,5,3,5,4,5,5,4,5,4,4,4,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681901,268194,1959,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681901,268194,1959,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681901,268194,1959,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681901,268194,1959,1,2013,7,4,3,4,4,7,4,5,6,4,6,5,6,6,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681902,268194,1959,2,2005,6,7,2,5,4,5,2,6,4,5,6,2,6,5,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681902,268194,1959,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681902,268194,1959,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-2,-2,NA,-2,-2,-2,-2,-2
2681902,268194,1959,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-2,-2,NA,-2,-2,-2,-2,-2
2681902,268194,1959,2,2009,7,7,1,5,4,4,1,6,6,4,-1,-1,7,7,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681902,268194,1959,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681902,268194,1959,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681902,268194,1959,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681902,268194,1959,2,2013,7,7,1,6,7,6,1,6,6,4,6,4,6,7,3,-2,1,-2,-2,-2,-2,-2,-2,-2,-2
2681903,268194,1987,1,2005,6,6,2,5,3,5,3,5,4,3,5,3,5,5,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681903,268194,1987,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681904,268194,1989,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681904,268194,1989,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681904,268194,1989,1,2009,7,4,2,5,4,4,6,7,4,1,7,4,7,5,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681905,268194,1991,2,2009,6,5,2,3,4,5,5,5,5,2,5,6,7,7,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681905,268194,1991,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2681905,268194,1991,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,1,-2,-2,-2,-2,-2
2681905,268194,1991,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,1,-2,-2,-2,-2,-2
2681906,268194,1993,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682001,268208,1925,2,2005,-1,5,2,-1,6,6,-1,4,4,5,-1,5,6,-1,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682001,268208,1925,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682001,268208,1925,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682001,268208,1925,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682001,268208,1925,2,2009,7,5,1,4,5,7,1,5,5,4,4,5,7,4,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682001,268208,1925,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682001,268208,1925,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682001,268208,1925,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682001,268208,1925,2,2013,6,5,1,2,7,6,2,5,5,4,4,4,6,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682001,268208,1925,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682001,268208,1925,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682801,268283,1935,1,2005,7,7,1,1,7,1,1,7,7,1,7,1,6,1,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682801,268283,1935,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682801,268283,1935,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682801,268283,1935,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682801,268283,1935,1,2009,6,5,4,6,2,3,5,6,5,5,5,2,3,4,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682801,268283,1935,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682801,268283,1935,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682801,268283,1935,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682801,268283,1935,1,2013,5,5,6,4,5,4,4,6,3,5,6,4,5,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682801,268283,1935,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682801,268283,1935,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682802,268283,1937,2,2005,7,7,4,1,7,1,1,7,7,3,7,7,7,1,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682802,268283,1937,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682802,268283,1937,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682802,268283,1937,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682802,268283,1937,2,2009,7,7,2,3,6,1,3,7,5,7,6,6,7,5,2,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682802,268283,1937,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2682802,268283,1937,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682802,268283,1937,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682802,268283,1937,2,2013,7,7,5,5,6,1,1,7,5,3,5,6,7,6,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682802,268283,1937,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682802,268283,1937,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683101,268313,1926,2,2005,7,7,3,5,2,7,2,7,5,1,7,4,7,4,1,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683101,268313,1926,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683101,268313,1926,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683101,268313,1926,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683101,268313,1926,2,2009,6,6,3,2,3,5,3,5,6,4,5,5,5,4,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683101,268313,1926,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683201,268321,1951,1,2005,7,7,1,4,7,7,1,7,1,1,7,6,7,1,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683201,268321,1951,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683201,268321,1951,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683202,268321,1957,2,2005,7,7,1,4,7,7,1,7,1,4,7,1,7,7,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683202,268321,1957,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683202,268321,1957,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683203,268321,1978,2,2005,7,7,3,6,3,5,1,7,4,1,7,1,4,5,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683203,268321,1978,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683204,268321,1983,1,2005,5,4,3,3,4,4,2,5,4,3,5,4,4,4,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683204,268321,1983,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683204,268321,1983,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683301,268330,1956,1,2005,7,7,1,1,4,7,1,2,1,1,7,7,7,1,7,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683301,268330,1956,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683301,268330,1956,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683301,268330,1956,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683301,268330,1956,1,2009,4,4,3,2,3,4,4,4,4,2,6,6,6,3,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683301,268330,1956,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683301,268330,1956,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683301,268330,1956,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683301,268330,1956,1,2013,3,2,3,3,4,3,4,2,2,4,5,3,4,3,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683302,268330,1939,2,2005,7,4,1,1,7,7,1,4,1,7,7,7,4,1,1,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683302,268330,1939,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683302,268330,1939,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683302,268330,1939,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683302,268330,1939,2,2009,7,7,6,4,7,4,3,4,6,4,6,2,5,6,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683302,268330,1939,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683302,268330,1939,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683302,268330,1939,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683302,268330,1939,2,2013,7,5,3,6,7,5,1,2,1,4,1,2,6,6,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683601,268364,1960,1,2005,6,5,4,3,5,6,4,4,3,3,4,4,5,6,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683601,268364,1960,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683601,268364,1960,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683601,268364,1960,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683601,268364,1960,1,2009,6,6,4,3,4,6,2,4,2,3,5,3,4,6,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683601,268364,1960,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683601,268364,1960,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683601,268364,1960,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683601,268364,1960,1,2013,6,6,4,4,2,7,4,6,3,4,6,4,3,6,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683601,268364,1960,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683601,268364,1960,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683602,268364,1958,2,2005,7,5,7,7,7,7,1,5,5,4,7,7,7,7,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683602,268364,1958,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
2683602,268364,1958,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
